expiry,tau,option_type,strike,bid,ask,mid,spread
2026-06-30,0.2821917808219178,put,550.0,5.979599962234497,6.100399961471558,6.039999961853027,0.12079999923706054
2026-06-30,0.2821917808219178,put,555.0,6.098399848937988,6.221599845886231,6.159999847412109,0.12319999694824219
2026-06-30,0.2821917808219178,put,558.0,6.474599962234497,6.605399961471558,6.539999961853027,0.13079999923706054
2026-06-30,0.2821917808219178,put,560.0,7.92,8.08,8.0,0.16
2026-06-30,0.2821917808219178,put,565.0,8.207099962234498,8.372899961471557,8.289999961853027,0.16579999923706054
2026-06-30,0.2821917808219178,put,570.0,7.573500094413757,7.726500096321106,7.650000095367432,0.15300000190734864
2026-06-30,0.2821917808219178,put,575.0,8.612999811172486,8.786999807357788,8.699999809265137,0.17399999618530274
2026-06-30,0.2821917808219178,put,578.0,9.078300075531006,9.261700077056885,9.170000076293945,0.1834000015258789
2026-06-30,0.2821917808219178,put,580.0,8.682300453186036,8.857700462341308,8.770000457763672,0.17540000915527343
2026-06-30,0.2821917808219178,put,585.0,10.563300075531005,10.776700077056885,10.670000076293945,0.2134000015258789
2026-06-30,0.2821917808219178,put,590.0,9.969299697875977,10.17069969177246,10.069999694824219,0.20139999389648439
2026-06-30,0.2821917808219178,put,595.0,10.721699924468995,10.938299922943115,10.829999923706055,0.2165999984741211
2026-06-30,0.2821917808219178,put,597.0,11.90969973564148,12.150299730300903,12.029999732971191,0.24059999465942383
2026-06-30,0.2821917808219178,put,599.0,11.305800075531005,11.534200077056886,11.420000076293945,0.22840000152587892
2026-06-30,0.2821917808219178,put,600.0,11.335499811172486,11.564499807357787,11.449999809265137,0.22899999618530273
2026-06-30,0.2821917808219178,put,601.0,13.58280026435852,13.857200269699097,13.720000267028809,0.2744000053405762
2026-06-30,0.2821917808219178,put,605.0,13.662000188827514,13.938000192642212,13.800000190734863,0.27600000381469725
2026-06-30,0.2821917808219178,put,608.0,14.00849962234497,14.291499614715576,14.149999618530273,0.28299999237060547
2026-06-30,0.2821917808219178,put,610.0,13.404599962234498,13.675399961471557,13.539999961853027,0.27079999923706055
2026-06-30,0.2821917808219178,put,611.0,14.355,14.645,14.5,0.29
2026-06-30,0.2821917808219178,put,612.0,13.533300075531006,13.806700077056885,13.670000076293945,0.2734000015258789
2026-06-30,0.2821917808219178,put,613.0,14.810400037765502,15.109600038528443,14.960000038146973,0.29920000076293946
2026-06-30,0.2821917808219178,put,615.0,14.038200302124023,14.32180030822754,14.180000305175781,0.28360000610351566
2026-06-30,0.2821917808219178,put,616.0,15.31530026435852,15.624700269699098,15.470000267028809,0.30940000534057616
2026-06-30,0.2821917808219178,put,620.0,15.008399848937989,15.31159984588623,15.15999984741211,0.3031999969482422
